Unnamed: 0,CD8-Cell-Mean,CD88-Cell-Mean,CD4-Cell-Mean,SIRPa-Cell-Mean,CD56-Cell-Mean,HLA-DR-Cell-Mean,CD11c-Cell-Mean,PD-1-Cell-Mean,CD3-Cell-Mean,CD45-Cell-Mean,CD10-Cell-Mean,CD31-Cell-Mean,CAIX-Cell-Mean,CD20-Cell-Mean,IRF8-Cell-Mean,CD68-Cell-Mean,Cluster.id,Sample.ID,Tumour.NonTumour,ROI,X,Y,Tumour.Grade
74357,10644.3662,9714.4053,4526.4268,10292.416,0,371.5367,923.0602,6323.6494,30419.375,36784.5781,0,37.8115,760.2461,5.5366,726.3115,1679.1492,DN T cells,AU87781,Stroma,Position 95,386.34,441.16,4
74358,1113.2482,5598.7188,10658.9951,1505.7249,15.4423,214.043,1460.6609,5661.2124,3695.9729,13905.1113,0,5029.5396,1661.8195,0,5158.2593,402.6953,IRF8+HLA-DR+,AU87781,Stroma,Position 95,382.92,448.24,4
74359,3561.5964,9184.8027,1955.8032,12432.6025,0,698.4493,3649.5229,57.3419,22321.2129,25005.8105,0,7.8608,912.004,1.9085,889.0079,1148.2186,DN T cells,AU87781,Stroma,Position 95,394.84,444.92,4
74360,51.7083,559.6476,92.2597,1173.6256,0,37.5565,203.3018,17.9174,2025.2175,5157.5903,0,1934.2581,1436.9359,0,868.1265,0,DN T cells,AU87781,Stroma,Position 95,402.31,449.73,4
74361,24198.1172,2376.6296,551.5437,42.1777,0,589.1792,12684.834,962.7425,27574.8848,33893.5156,0,7165.2227,609.488,0,202.7831,124.0346,CD8 T cells,AU87781,Stroma,Position 95,432.76,456.78,4
74362,13607.6465,1498.5095,211.173,20802.4941,0,151.962,7008.3442,32.2719,30535.5078,28457.623,0,1.9449,2079.9106,0,297.5951,160.9601,DN T cells,AU87781,Stroma,Position 95,404.08,504.44,4
74363,7942.5728,2695.2056,2313.1794,548.6264,1.7928,258.4666,10028.1064,1653.3295,5653.1289,17792.373,0,385.9755,1321.5922,14.5302,322.46,1968.6117,CD8 T cells,AU87781,Stroma,Position 95,411.14,509.02,4
74364,659.3931,4593.0552,1523.5198,3.3219,0,342.1953,3867.2771,638.0501,384.0132,8777.5889,0,0,401.3509,0,3308.1636,10.7889,CD8 T cells,AU87781,Stroma,Position 95,324.41,468.99,4
74365,2937.7842,2525.7439,588.5444,10.7762,0,35.6472,1582.3488,10.5827,20497.7285,32895.7617,0,0,237.3992,1.0766,597.4456,4.3911,CD8 T cells,AU87781,Stroma,Position 95,328.24,464.32,4
74366,2496.1211,12947.9697,4522.7881,0,0,2.697,3511.9697,0,17315.4844,48640.9688,0,0,34.8182,0,1078.697,0,CD8 T cells,AU87781,Stroma,Position 95,331.44,466.36,4
74367,160.2873,10051.9443,2377.4502,90.2348,0,161.2707,51.7873,346.8453,0,8452.7432,0,0,385.0497,22.8232,4874.8755,158.9144,CD88+ Monocytes,AU87781,Stroma,Position 95,248.26,422.65,4
74368,0,7138.5522,2000.7028,251.8776,0,155.2692,0,508.6399,0,4687.3848,0,0,384.7378,0,35230.3047,115.2343,IRF8+HLA-DR+,AU87781,Stroma,Position 95,251.74,427.94,4
74369,0,9503.8662,6743.0684,65.2045,0,584.767,0,6868.2729,0,2370.0569,0,0,1415.4602,20.9261,232.0739,397.5312,CD88+ Monocytes,AU87781,Stroma,Position 95,166.23,106.46,4
74370,0,11637.877,4208.874,2.0147,0,355.5777,0,243.478,0,9522.293,0,0,1160.6539,20.3959,843.2668,115.0762,CD88+ Monocytes,AU87781,Stroma,Position 95,162.15,110.04,4
74372,5492.1924,2038.8287,575.3996,0,0,1593.1881,611.1501,73.9408,6923.0908,16881.3086,0,0,1273.6216,0,52.2156,183.6131,CD8 T cells,AU87781,Stroma,Position 95,570.85,361.42,4
74373,0,6005.7949,4270.7227,7.0073,28.7806,433.6582,131.7794,90.0582,0,0,0,514.1345,6257.4824,0,320.5139,665.5309,CD88+ Monocytes,AU87781,Stroma,Position 95,558.68,30.29,4
74374,680.2108,33.3678,0,0,0,464.4753,1333.7977,7.5304,6275.0918,0,0,0,4274.8955,0,115.5601,260.6987,DN T cells,AU87781,Stroma,Position 95,392.71,30.1,4
74376,833.3693,3446.5132,945.3983,41.1591,0,299.8755,644.3679,73.0968,16333.6182,57.1521,0,10.1549,2903.1218,0,686.7012,1764.5726,DN T cells,AU87781,Stroma,Position 95,597.14,31.13,4
74377,0,3101.1335,633.7302,25.3756,0,1479.0337,28.09,2082.9138,0,22.8448,0,5.5292,10856.4746,0,9158.2676,182.1972,IRF8+HLA-DR+,AU87781,Stroma,Position 95,570.19,31.53,4
74379,6491.5908,4920.9312,579.7289,0,0,688.2931,2541.9067,1.1373,11212.1582,224.1709,4.9355,519.6713,1805.7137,0,551.8312,37.3995,CD8 T cells,AU87781,Stroma,Position 95,383.15,33.55,4
74382,93.1323,5632.8848,2750.1831,236.5483,0,1193.6189,45.6199,735.2786,1799.8358,1512.8159,0,30.004,1316.9502,0.5632,2850.3542,1160.0637,CD88+ Monocytes,AU87781,Stroma,Position 95,591.19,36.5,4
74383,1625.2853,378.9375,17.9183,53.1619,25.7356,2368.1089,21.0593,0,1155.9615,1378.774,0,0,29025.4336,0,189.9391,432.25,CAIX+ Tumour cells,AU87781,Stroma,Position 95,616.89,36.19,4
74384,4576.2764,6657.0513,1665.5377,231.8897,0,1676.6661,752.0257,0,1914.3564,2066.3323,0,431.284,5435.2524,0,75.2085,54.9335,CD8 T cells,AU87781,Stroma,Position 95,404.41,36.4,4
74386,1.6524,7207.6494,16701.4238,118.4992,43.3997,5826.4614,4.8578,15526.8779,0.0379,11318.7236,3.1327,0.4866,891.3381,0,4179.627,793.8026,IRF8+HLA-DR+,AU87781,Stroma,Position 95,578.13,39.37,4
74387,651.6524,2803.6104,2253.1379,210.6251,0,1686.3763,0,5584.2847,595.2834,886.3085,2.4317,14.3535,5737.5151,6.8347,885.9727,407.6214,IRF8+HLA-DR+,AU87781,Stroma,Position 95,563.37,41.07,4
74389,0,469.0449,16.6587,0,0,4910.7354,2.1442,0,3.9038,0,0,0,3728.9775,0.8157,158.6907,705.1923,IRF8+HLA-DR+,AU87781,Stroma,Position 95,604.46,42.67,4
74390,1435.1516,1276.6926,699.0751,23.5747,0,1413.3586,938.5488,390.7642,1063.5979,3708.6709,0,4.6386,5525.3979,1.36,157.0225,253.48,CD8 T cells,AU87781,Stroma,Position 95,528.7,43.75,4
74391,0,182.3223,51.4104,24.8805,0,2140.3584,0,285.2728,0.441,0,21.2807,0,16211.8584,3.3836,44.2319,537.2382,CAIX+ Tumour cells,AU87781,Stroma,Position 95,491.59,43.99,4
74392,124.466,4681.5615,1633.7688,25.6961,43.4648,6495.4385,1670.3373,0,122.5709,3447.9678,0,0,4676.6221,0,954.7842,202.7223,IRF8+HLA-DR+,AU87781,Stroma,Position 95,576.86,46.19,4
74395,955.5465,839.0212,210.5077,49.5477,0,6090.312,9.6325,3370.1401,248.1684,2214.5466,0,0,2372.3533,0,293.967,285.4594,IRF8+HLA-DR+,AU87781,Stroma,Position 95,618.51,47.45,4
74396,97.2169,3275.7983,1595.7975,58.227,0,2141.3638,0,465.3004,55.3156,627.8954,0,27.8835,10678.7344,0,70.7789,159.0456,CD88+ Monocytes,AU87781,Stroma,Position 95,473.57,48.53,4
74397,819.7049,270.1635,0,119.8217,0,1056.3461,2166.1868,0,390.9427,1712.0043,0,0.5902,3625.1677,2.1975,95.7983,405.8578,CAIX+ Tumour cells,AU87781,Stroma,Position 95,537.43,48.19,4
74398,0,8381.9248,1507.3337,129.2795,0,355.2633,24.5395,0,0,4259.7388,0,12.6739,2612.0303,3.6977,178.9805,1223.4756,CD88+ Monocytes,AU87781,Stroma,Position 95,639.96,49.4,4
74399,406.7301,2842.7397,1719.986,39.2353,0,2300.7493,0,1190.5958,713.2057,4648.9028,38.2264,17.1556,7562.6333,1.8798,469.9875,128.427,CD88+ Monocytes,AU87781,Stroma,Position 95,385,50.61,4
74400,0,4719.3042,1369.5105,203.3478,31.6425,5890.4185,0,128.6473,0,36.0225,0,0,8032.7183,0,60.7262,212.4734,IRF8+HLA-DR+,AU87781,Stroma,Position 95,464.47,51.29,4
74402,0,2834.1724,1205.5834,35.9544,0,2905.9673,0,782.9134,0.0201,1342.6646,0,13.9316,9434.7002,0.5679,22.1869,113.7311,CD88+ Monocytes,AU87781,Stroma,Position 95,407.62,51.75,4
74403,0,18179.5117,8065.3604,222.5913,27.2213,2443.9709,1828.829,1265.5015,209.1005,11367.6924,0,1506.2115,2724.5923,0.4976,7890.7515,1480.4038,CD88+ Monocytes,AU87781,Stroma,Position 95,518.88,51.52,4
74404,0,12242.5273,3831.2439,83.3712,0,3372.55,0,1599.9333,0,4169.9985,0,29.503,6084.2319,0,38.097,265.897,CD88+ Monocytes,AU87781,Stroma,Position 95,398.69,51.75,4
74405,2677.8167,3867.9685,1819.6019,69.1374,0,3789.2385,619.7062,352.8562,10442.4805,20689.8652,29.4724,1075.3792,4211.1074,5.7804,687.6525,504.395,CD8 T cells,AU87781,Stroma,Position 95,577.01,52.9,4
74406,1936.3433,5157.8481,3253.9727,63.0238,0,3232.1016,19.2381,1899.7107,1166.6545,6212.7622,0,119.2309,3403.5962,1.3567,110.8423,941.0862,CD88+ Monocytes,AU87781,Stroma,Position 95,556.46,52.73,4
74408,10147.6377,1004.4447,825.0459,20.9235,0,1693.2035,2310.8706,2057.5024,12677.7354,26929.0059,0,328.5412,2282.0647,1.3176,240.6259,245.5612,CD8 T cells,AU87781,Stroma,Position 95,538.65,54.81,4
74409,0,1008.963,678.5247,0,7.2905,5854.125,336.3292,199.6884,6.5546,598.1514,12.7201,0,5961.6074,0,208.537,291.1497,IRF8+HLA-DR+,AU87781,Stroma,Position 95,593.8,56.7,4
74410,3088.2593,7478.4976,1853.8846,31.0459,0,3205.7468,2109.9912,790.4677,5275.0684,23054.8672,0,1207.8251,2890.2395,0,803.072,542.4181,CD8 T cells,AU87781,Stroma,Position 95,524.14,57.72,4
74411,6435.9009,500.826,11075.8955,47.8161,0,7514.9009,2333.3042,17852.8008,2916.0085,14430.9121,50.6521,14.0156,5079.7144,0,2758.7708,556.6464,IRF8+HLA-DR+,AU87781,Stroma,Position 95,531.73,58.48,4
74412,1573.4885,1134.7952,377.243,0,0,6307.7227,752.458,131.5204,2619.5586,7922.0498,0,425.6959,6386.3052,7.299,178.8779,366.2303,IRF8+HLA-DR+,AU87781,Stroma,Position 95,562.52,58.78,4
74413,0,16448.127,11285.4805,567.0317,0,1546.4163,5.7302,10744.8428,0,14466.9404,0,545.0706,1958.8184,0.8774,5482.6816,137.0556,CD88+ Monocytes,AU87781,Stroma,Position 95,394.1,58.7,4
74414,0,5059.4512,2857.7595,68.0401,0,3476.6978,19.5242,911.2446,0,929.3093,0,26.8273,4927.3877,2.8253,94.0874,178.7605,CD88+ Monocytes,AU87781,Stroma,Position 95,508.62,60.37,4
74415,2618.343,6752.0991,4480.7388,54.8488,0,1799.5454,126.2149,1665.009,200.8992,4354.9043,0,73.9992,4891.0098,3.7388,2.1264,575.8835,CD88+ Monocytes,AU87781,Stroma,Position 95,440.04,60.45,4
74416,1700.4968,4885.3047,1163.6163,290.5032,0,1488.3707,972.1564,376.0202,1282.5032,4664.1611,20.6789,188.0524,11144.1738,0.5023,417.6182,413.2512,CD88+ Monocytes,AU87781,Stroma,Position 95,579.5,61,4
74418,0,23.9309,4.9609,103.4178,0,82.3447,29.5521,37.0742,0,0,0,0,8497.9199,0,110.1212,153.4399,CAIX+ Tumour cells,AU87781,Stroma,Position 95,467.4,61.96,4
74419,0,18287.0762,7104.5723,361.6653,1.5113,2574.7896,42.9506,373.2712,21.6992,15584.1592,0,486.1003,1442.4364,11.3432,638.3418,1563.8306,CD88+ Monocytes,AU87781,Stroma,Position 95,626.09,62.14,4
74421,2246.7041,5880.0117,1714.4402,48.0877,0,6629.1938,510.1333,1148.8311,1626.3945,9945.2412,8.2822,16.0265,1835.3809,0.6338,51.4511,897.9543,CD88+ Monocytes,AU87781,Stroma,Position 95,540.58,65.88,4
74422,340.9156,8576.8428,1604.4547,355.5428,40.4205,0,1396.9108,0,254.0416,7344.1562,0.791,42.5819,2266.0317,0.6711,2005.4535,1122.4683,CD88+ Monocytes,AU87781,Stroma,Position 95,661.19,66.31,4
74424,0,13670.4092,5002.5576,62.0148,0,4611.4111,1.5963,1441.4177,0,7258.0254,0.4185,53.3415,2587.6406,1.6807,5500.4473,721.62,CD88+ Monocytes,AU87781,Stroma,Position 95,400.49,69.05,4
74426,4906.98,537.332,939.4162,0,0,1805.9125,849.033,173.782,7919.7886,17859.8965,4.8629,3.0851,1235.5953,0,173.0636,208.6755,CD8 T cells,AU87781,Stroma,Position 95,523.85,72.72,4
74427,5081.1421,3883.7358,3409.886,7.9375,15.8656,972.486,1183.0016,2.4922,11562.2998,30555.127,0,81.8812,1008.6813,0,61.7672,320.7422,CD8 T cells,AU87781,Stroma,Position 95,535.61,73.36,4
74428,0,9371.0059,2437.1011,433.1995,1.9207,5053.124,76.9247,57.6699,0,7354.6187,0,61.8934,6728.644,5.9752,43.0016,644.9271,CD88+ Monocytes,AU87781,Stroma,Position 95,428.29,73.3,4
74430,0,240.6538,21.7357,0,0.2398,144.6807,30.8409,0,0.1883,8.5205,0,0,4987.2061,0,16.5544,80.7918,CAIX+ Tumour cells,AU87781,Stroma,Position 95,567.32,76.45,4
74432,0,4096.124,2356.916,154.2176,0,245.8721,412.1183,3575.0056,0,2760.5669,30.6908,0,5796.771,1.1622,179.8817,1025.481,CD88+ Monocytes,AU87781,Stroma,Position 95,628.31,76.75,4
74433,2906.4626,348.2989,167.5652,12.4146,0,197.7283,18.6157,162.6801,737.0598,1513.1592,0,0,3730.9854,0,140.6134,146.4697,CD8 T cells,AU87781,Stroma,Position 95,580.84,78.25,4
74435,0,536.613,209.0894,0.3347,0,2488.2463,0,116.9578,0,63.7487,0,16.2312,16630.3145,0,51.7729,350.0834,CAIX+ Tumour cells,AU87781,Stroma,Position 95,403.8,80.07,4
74437,80.3581,91.28,8.6667,0,0,574.501,0,0,0,0,0,0,19431.5664,0,69.8019,173.3086,CAIX+ Tumour cells,AU87781,Stroma,Position 95,459.53,82.67,4
74438,0,3128.4939,1684.165,0,0,4000.5752,99.594,271.2815,0,1429.5602,0,0,30178.8223,0,62.521,478.0758,CAIX+ Tumour cells,AU87781,Stroma,Position 95,413.75,83.06,4
74441,0,29803.0664,16126.1553,1087.2065,68.8859,3159.8003,0,1165.9579,0,18419.1445,0,4075.2432,2900.2949,145.6698,546.9266,5320.6411,CD88+ Monocytes,AU87781,Stroma,Position 95,604.46,87.5,4
74442,0,4095.6731,3131.1941,34.2628,0,587.8628,24.8044,1197.692,1.6861,2345.2263,0,0,7515.9458,10.0467,111.6715,628.3708,CD88+ Monocytes,AU87781,Stroma,Position 95,593.54,88.03,4
74443,0,2760.5415,637.3851,0,0.4391,2001.3187,0,308.2539,0,110.4352,0,0,7919.7119,0.4242,70.0023,144.0578,CD88+ Monocytes,AU87781,Stroma,Position 95,421.11,88.65,4
74445,60.1213,2422.0903,234.3294,55.0975,0,278.654,1639.9679,0,41.4518,1624.1427,7.8942,30.3234,5199.8145,0.132,654.7028,557.6421,CD4+CD11c+,AU87781,Stroma,Position 95,633.17,88.29,4
74446,0,2272.0625,913.6954,40.846,0,6318.2505,24.2775,29.0372,0,405.8832,121.4822,0,6271.7749,1.9763,175.687,299.0541,IRF8+HLA-DR+,AU87781,Stroma,Position 95,486.66,88.56,4
74449,309.469,734.0148,257.3362,74.6611,0,4006.6113,2215.7136,0.2594,124.8,2675.6506,1.0192,0,3291.1267,0,75.2646,203.8839,CD4+CD11c+,AU87781,Stroma,Position 95,477.82,90.14,4
74450,1.7307,5074.9014,1808.3635,15.1058,0,2497.7559,0,119.9654,0,1975.4982,0,260.5169,1413.73,2.4111,3571.0439,1163.1051,CD88+ Monocytes,AU87781,Stroma,Position 95,400.51,90.22,4
74451,768.2438,155.9288,46.258,15.758,0,53.6601,200.1228,0,1140.3328,2393.8079,0.137,0,9225.2168,4.1566,519.3434,325.1584,CAIX+ Tumour cells,AU87781,Stroma,Position 95,628.33,94.39,4
74452,3498.5071,9493.3164,1348.7255,14.0874,0,1931.7363,493.8658,0,8047.7207,23919.3008,0,1387.0577,1559.6786,0,54.5679,65.7598,CD8 T cells,AU87781,Stroma,Position 95,441.75,95.05,4
74454,4.1135,1559.541,1051.1906,4553.9761,0,478.0888,5.1086,327.8203,3125.5439,10049.0088,17.2833,6.4393,3508.842,13.8411,60.3593,378.9151,DN T cells,AU87781,Stroma,Position 95,593.22,96.9,4
74455,15080.4355,4564.5986,912.313,130.3176,0,1829.4229,2139.3772,0,10477.6611,20425.752,55.4275,286.368,1248.339,0.4244,132.5542,617.5801,CD8 T cells,AU87781,Stroma,Position 95,623.14,97.36,4
74456,0,12.0553,22.8933,0,0,122.0593,17.8538,0,0,0,151.164,0,4143.2983,0,0,25.1462,CAIX+ Tumour cells,AU87781,Stroma,Position 95,578.19,98.04,4
74457,3139.1162,297.1192,14.8014,0,3.4283,255.0795,3811.2239,0,2552.6792,7451.0938,0,26.9632,3513.8352,0,145.3954,672.4457,CD8 T cells,AU87781,Stroma,Position 95,610.2,97.25,4
74459,17005.0273,2117.21,207.6924,16.9665,0,258.0321,6736.0889,12.328,15573.8311,23871.377,0,95.086,3248.3804,3.5875,344.5175,254.8163,CD8 T cells,AU87781,Stroma,Position 95,618.2,99.78,4
74460,4147.895,985.3447,105.2472,57.4979,0,5.0573,3196.9016,0,4540.8237,14182.7344,0.438,47.3507,3911.2292,6.5894,426.2908,403.302,CD8 T cells,AU87781,Stroma,Position 95,645.95,100.85,4
74461,0,430.3689,240.8055,0,0,272.7812,0,49.3446,0,38.8066,0,0,9816.5713,0,0,38.5275,CAIX+ Tumour cells,AU87781,Stroma,Position 95,417.69,100.32,4
74462,0,5984.2617,1284.3412,4.9935,0,3693.8088,64.3071,0,0.705,748.658,0,25.0324,2721.5186,2.0867,9102.085,401.5973,IRF8+HLA-DR+,AU87781,Stroma,Position 95,432.92,100.52,4
74463,13490.8027,449.3523,0.189,15.0193,0,0,1496.0667,0,9887.7744,20873.2129,0,0,1304.0913,4.4339,162.4855,504.971,CD8 T cells,AU87781,Stroma,Position 95,657.39,101.04,4
74464,0,26.5907,11.4248,27.6936,0,128.5266,0,0,0,0,0,0,9458.3418,0,45.7135,341.4237,CAIX+ Tumour cells,AU87781,Stroma,Position 95,406.42,102.05,4
74465,129.1334,5675.5107,930.4294,61.7653,0.7168,2434.2253,152.7703,1.485,125.7482,3502.8987,0,203.0556,2746.5835,2.2404,94.4173,93.2689,CD88+ Monocytes,AU87781,Stroma,Position 95,486.92,103.94,4
74466,6.4716,17813.0078,12894.5244,494.4414,0,2135.1643,420.5225,4437.6021,18.3368,12498.7158,0,421.2292,5577.0205,12.5984,10013.8994,1170.7119,CD88+ Monocytes,AU87781,Stroma,Position 95,457.73,104.02,4
74467,931.5979,642.9053,45.3,6.1053,0,1296.3937,48.3766,1.117,1393.2096,3181.0723,0,0,5164.2349,0,208.8468,180.4181,DN T cells,AU87781,Stroma,Position 95,514.35,104.62,4
74468,0,174.9552,17.7642,68.8614,0,47.8635,0,0,0,22.7413,18.0928,0,4871.4346,0,416.4039,218.7871,CAIX+ Tumour cells,AU87781,Stroma,Position 95,636.96,106.48,4
74469,5732.4248,693.0526,184.498,0,0,270.1599,666.5751,0,4137.1743,9242.8906,0,36.655,4641.1055,0,302.807,197.1608,CD8 T cells,AU87781,Stroma,Position 95,613.01,106.74,4
74472,1271.8359,146.7672,44.1439,138.1439,0,2.6673,280.0742,0,226.9102,1721.9624,0,0,1954.8965,0.5215,533.0687,148.6334,CD8 T cells,AU87781,Stroma,Position 95,655.68,111.11,4
74475,10414.7715,11677.0596,2547.375,6.0303,2.051,3608.2961,3429.1614,528.8629,10059.7256,33113.2578,0,251.0012,330.7403,0,4.21,112.4915,CD8 T cells,AU87781,Stroma,Position 95,460.32,113.12,4
74478,48.174,14142.1572,5278.5762,241.4164,0,6103.5078,5.9914,1212.4706,0,4959.7993,0,9.577,3032.6199,15.8916,4371.6367,334.0884,CD88+ Monocytes,AU87781,Stroma,Position 95,450,114.17,4
74479,0,336.5115,206.5954,0,0,90.2175,24.6646,281.9125,0,3.4386,0,0.6002,5006.7241,0,33.5893,45.3086,CAIX+ Tumour cells,AU87781,Stroma,Position 95,570.41,117.82,4
74480,0,10812.8096,3751.1443,92.818,20.5055,1724.7086,0,175.7739,0,3119.6296,0,12.2031,1684.3768,0,1856.1287,2618.9944,CD88+ Monocytes,AU87781,Stroma,Position 95,495.96,118.83,4
74481,3.2092,12469.9951,13573.6348,97.949,13.4276,1317.9602,0,13429.0811,7.3041,13677.8174,0.0755,206.55,1862.7622,4.45,2141.4185,1303.5887,CD88+ Monocytes,AU87781,Stroma,Position 95,599.71,121.14,4
74482,12064.0361,14329.6025,2773.3801,58.6825,0,1839.252,4163.3623,683.9666,11668.3496,27747.5156,0,101.4633,2383.9436,0,105.5507,309.4286,CD8 T cells,AU87781,Stroma,Position 95,483.91,121.44,4
74484,712.164,1327.8887,367.8802,1158.3534,0,97.7477,627.8793,143.6839,14804.417,29576.7051,31.2625,0,1192.3195,0,17.373,650.9634,CD8 T cells,AU87781,Stroma,Position 95,613.45,122.48,4
74485,431.9093,1016.4789,157.7113,28.671,0,507.3936,18.5797,87.952,53.1037,1918.8992,0,0.1079,14628.082,3.3705,173.3788,329.4772,CAIX+ Tumour cells,AU87781,Stroma,Position 95,387.99,122.99,4
74486,10418.7598,10196.0908,2363.061,218.0668,0,1181.5735,10894.375,296.1174,12310.9062,38011.2344,14.6794,303.1479,1062.6068,2.4456,140.8674,1103.3302,CD8 T cells,AU87781,Stroma,Position 95,473,123.9,4
74487,243.6148,2.2471,0,0,0,118.0117,0,0,37.6089,654.714,0,0,6370.2822,0,54.1965,97.3949,CAIX+ Tumour cells,AU87781,Stroma,Position 95,547.75,125.62,4
74488,1056.465,27.4822,8975.5898,19.718,27.8536,31.5597,107.803,9537.5342,622.0226,6664.3608,37.7966,0,746.7298,0,10605.5195,427.7987,IRF8+HLA-DR+,AU87781,Stroma,Position 95,640.85,125.61,4
74489,38.0341,3794.2642,1944.0289,0,0.2363,763.5872,318.2012,1005.6316,631.2239,2737.1516,0,0,4252.0063,3.5108,72.7121,154.2343,CD88+ Monocytes,AU87781,Stroma,Position 95,496.45,127.06,4
74490,0,22.3393,23.4401,25.6394,0,0,64.1747,0.6237,0,0,0,0,6388.2485,7.6181,763.4199,174.7682,CAIX+ Tumour cells,AU87781,Stroma,Position 95,655.66,127.63,4
74491,0,3646.1492,1411.8176,10.1703,14.0633,570.1628,0,876.9382,0,357.2366,0,0,912.6586,0,3043.3127,1173.7279,CD88+ Monocytes,AU87781,Stroma,Position 95,510.56,128.09,4
74492,14166.4844,5003.4331,1425.9227,0,0,2215.7532,5034.1426,457.2929,7047.5518,21323.8672,0,4.2778,1316.5035,0,88.345,32.9639,CD8 T cells,AU87781,Stroma,Position 95,446.75,127.77,4
74493,0,2321.1956,474.6029,0,0,4583.603,0,116.1882,0,3.0382,0,0,4494.8442,0,35.8426,190.2662,IRF8+HLA-DR+,AU87781,Stroma,Position 95,401.39,130.11,4
74494,591.1951,357.2519,964.8636,202.6411,4.6174,8.5095,0,532.3419,35.9176,911.3551,0,0,3992.3816,0,623.767,243.6307,CAIX+ Tumour cells,AU87781,Stroma,Position 95,645.74,131.37,4
74495,6620.5352,23616.4824,5570.4375,192.9444,0,4341.5244,5530.2832,699.7764,7209.061,35369.7539,0,2772.6382,1245.9553,0,427.3713,56.9797,CD8 T cells,AU87781,Stroma,Position 95,439.06,131,4
74496,4667.2476,954.0297,42.8832,9.396,0,9.495,786.1465,603.2198,5741.873,8646.9326,13.8475,0,420.2099,2.3723,252.0851,107.004,CD8 T cells,AU87781,Stroma,Position 95,664.51,133.23,4
74497,16914.2324,6907.5981,2638.5508,36.0581,0,1700.4973,8357.8506,888.4131,19077.7969,40667.9102,0,1.9334,3943.0835,1.3466,267.4109,225.9357,CD8 T cells,AU87781,Stroma,Position 95,452.49,134.06,4
74499,4945.9419,570.1205,44.1787,11.6039,0,583.6579,539.9266,80.097,11742.3281,17237.0977,14.6662,0,3452.9473,0,138.9931,73.5568,CD8 T cells,AU87781,Stroma,Position 95,492.76,136.24,4
74500,863.9906,414.7674,27.9437,42.0019,0,1643.4447,5.0469,0,2172.6023,4698.9814,0,0,10543.916,0.9869,402.1276,183.1201,CAIX+ Tumour cells,AU87781,Stroma,Position 95,459.12,136.61,4
74506,16101.7207,9985.2041,3870.3169,147.7131,0,2958.1584,1414.0066,2342.405,18403.1113,36480.8711,3.2113,2455.3955,3418.9192,1.3727,111.2553,54.2517,CD8 T cells,AU87781,Stroma,Position 95,428.75,144.56,4
74508,5193.7617,1303.3993,223.3374,0,0,264.9328,539.8626,0,5854.981,12050.7021,0,0,2657.8779,0,0.8496,71.626,CD8 T cells,AU87781,Stroma,Position 95,537.41,148.55,4
74511,0,9134.2861,2748.4355,108.6949,0,143.656,0,20.2871,53.1304,9166.0293,1.613,189.2067,3210.1582,11.7989,684.1373,891.0596,CD88+ Monocytes,AU87781,Stroma,Position 95,635.21,153.52,4
74512,3304.9609,22354.207,13279.8008,5465.0908,12.053,1173.3755,17.6148,2831.9365,1984.2931,15834.082,0,263.8325,2417.7244,40.8562,5622.7466,812.4787,CD88+ Monocytes,AU87781,Stroma,Position 95,498.12,156.43,4
74516,0,183.0166,21.2334,37.3904,0,210.5916,0,2.4108,0,0.1092,0,0,6536.25,0,26.3075,10.8655,CAIX+ Tumour cells,AU87781,Stroma,Position 95,394.55,161.5,4
74518,0,3784.0664,722.5706,45.9696,0,392.3077,0,8.2372,0,834.0505,0,0,1354.6106,1.4184,2476.4944,145.26,CD88+ Monocytes,AU87781,Stroma,Position 95,514.04,164.11,4
74519,114.2055,4837.5908,2297.3997,357.4034,0,111.6989,1490.6799,604.9034,6470.9023,26010.75,0,151.9271,1211.9508,3.1686,36.7462,64.1913,CD8 T cells,AU87781,Stroma,Position 95,586.43,165.29,4
74522,9945.9355,542.2029,2.9929,48.3857,7.4786,53.9129,5460.5615,19.7814,21831.0781,25231.6504,9.8586,3.3071,2363.1814,0,471.9614,63.5486,CD8 T cells,AU87781,Stroma,Position 95,635.92,168.48,4
74525,4.6233,33.6709,18.1704,16.4053,0,388.5196,828.6275,110.3958,53.3164,336.2804,5.4063,23.2995,2984.6636,0.5672,184.8349,69.3344,CAIX+ Tumour cells,AU87781,Stroma,Position 95,628.69,169.86,4
74527,16.054,513.9803,57.5913,9.5056,0,184.5458,5.4447,0,3.4781,0,0,0,7347.7388,0,226.7515,25.9512,CAIX+ Tumour cells,AU87781,Stroma,Position 95,527.35,170.73,4
74530,2294.3901,56.8465,0.2091,74.3473,0.2356,1141.1229,233.8603,3.0933,1836.8409,7793.043,4.5125,0,4740.7095,0.5247,163.1331,9.0683,DN T cells,AU87781,Stroma,Position 95,446.31,176.57,4
74531,0,7904.4434,2651.666,145.2843,0,347.0278,4125.02,94.5865,7435.0396,29904.5742,18.7773,68.7793,3624.0437,44.3698,84.3598,162.5785,CD8 T cells,AU87781,Stroma,Position 95,636.27,178.17,4
74533,24264.873,3657.9492,313.2119,0,0,3226.5376,1667.8861,0,19494.4629,39782.9844,12.0823,285.3555,1341.3888,0,137.9159,664.1506,CD8 T cells,AU87781,Stroma,Position 95,457.92,181.67,4
74534,0,5193.9556,2132.9138,90.0593,6.175,774.5722,113.2731,5.3306,178.4009,2667.7129,0,934.7231,2023.812,0.5769,1637.7528,618.0046,CD88+ Monocytes,AU87781,Stroma,Position 95,624.66,181.71,4
