Unnamed: 0,CD8-Cell-Mean,CD88-Cell-Mean,CD4-Cell-Mean,SIRPa-Cell-Mean,CD56-Cell-Mean,HLA-DR-Cell-Mean,CD11c-Cell-Mean,PD-1-Cell-Mean,CD3-Cell-Mean,CD45-Cell-Mean,CD10-Cell-Mean,CD31-Cell-Mean,CAIX-Cell-Mean,CD20-Cell-Mean,IRF8-Cell-Mean,CD68-Cell-Mean,Cluster.id,Sample.ID,Tumour.NonTumour,ROI,X,Y,Tumour.Grade
85062,735.5095,18183.8613,10123.7012,312.9793,0,1608.8336,6.5172,1838.0276,37.5586,1590.8561,0,269.1914,511.0069,6.5888,1307.6543,70.2741,CD88+ Monocytes,AU87781,Stroma,Position 108,371.81,35.09,4
85063,11909.8428,4763.4966,4422.8159,218.3498,0,2914.1519,413.913,2383.4231,641.5392,606.2543,0,12.4147,4923.2388,0,41.5,33.3447,CD8 T cells,AU87781,Stroma,Position 108,457.73,37.83,4
85064,0,14977.4131,6639.1333,1371.4202,20.4698,2358.1597,5.3823,1137.2894,100.3012,6812.6323,0,2399.7161,854.1271,32.0496,3157.8838,914.5888,CD88+ Monocytes,AU87781,Stroma,Position 108,514.43,37.73,4
85066,0,8201.6094,5350.1504,5624.6587,61.7754,705.9354,309.5932,4077.3293,18978.1562,20174.1348,22.4184,1091.197,978.4587,8.5021,5590.981,581.0742,DN T cells,AU87781,Stroma,Position 108,502.94,38.56,4
85067,207.3478,10531.3203,3330.2485,924.3661,0,1264.5973,994.8468,1567.2322,521.5491,8262.7793,0,283.4403,1051.975,12.5135,1247.7726,181.1079,CD88+ Monocytes,AU87781,Stroma,Position 108,634.62,40.07,4
85068,7363.9854,4680.2134,1179.9386,321.7997,0,16.5557,8238.5039,245.0598,16907.4512,28610.5078,12.9742,369.4249,461.2714,0,491.6543,248.7755,CD8 T cells,AU87781,Stroma,Position 108,643.89,39.67,4
85069,3351.4656,7.0124,0.134,9.1809,0,1944.6243,956.9848,0,6518.3315,6964.7168,3.2541,0,1208.4572,0,27.261,17.395,DN T cells,AU87781,Stroma,Position 108,472.29,39.97,4
85070,9054.0273,646.1291,22.4854,2.1807,0,368.6282,6065.8916,707.6454,12999.917,23463.248,0,60.3683,793.1841,0.1446,173.346,0,CD8 T cells,AU87781,Stroma,Position 108,620.84,41.35,4
85071,21228.248,521.7036,267.336,49.0508,0,1796.9219,7519.8701,37.9178,26619.4863,32673.6094,34.5726,95.0599,2750.1086,0,481.2975,268.7299,CD8 T cells,AU87781,Stroma,Position 108,548.01,42.53,4
85073,2.2949,19589.0664,9050.7949,1857.382,0,1828.6495,7.2403,5332.7158,17.0787,11187.1143,0,663.8666,1069.2378,31.7423,1169.9785,616.1342,CD88+ Monocytes,AU87781,Stroma,Position 108,519.18,45.18,4
85074,0,15423.6338,8824.0879,1112.0063,68.3423,796.0694,28.0836,4195.9844,195.5315,10634.9736,0,5183.1055,872.5947,51.3328,4076.2571,2461.1167,CD88+ Monocytes,AU87781,Stroma,Position 108,507.14,45.28,4
85076,1184.98,2270.3198,336.473,183.2643,0,4473.2124,348.178,1573.2303,325.5932,3315.7249,0,11.8606,3301.3328,4.8374,37.6495,127.1795,IRF8+HLA-DR+,AU87781,Stroma,Position 108,422,45.3,4
85077,13651.0107,5208.0923,1581.7866,40.5879,0,101.8494,1148.5062,6.0502,7081.8701,24963.7363,60.6067,460.9352,342.0188,0,116.5983,466.7992,CD8 T cells,AU87781,Stroma,Position 108,642.44,45.97,4
85078,23375.3809,3795.6389,772.2292,95.8337,0,550.7039,8757.7305,0,12689.2979,22512.9902,0,132.714,861,0,104.9067,382.0264,CD8 T cells,AU87781,Stroma,Position 108,608.99,45.74,4
85079,8841.7051,142.4204,0.3093,0,0,5834.7388,4181.9297,156.4556,1338.3538,5474.8999,0,0,1443.8296,0,147.6926,64.7019,CD8 T cells,AU87781,Stroma,Position 108,431.44,45.24,4
85080,1128.752,18729.5156,5943.0698,687.7964,0,2815.1997,318.2316,135.6832,195.6883,13074.2646,0,176.416,1626.6234,32.5954,514.897,1646.2722,CD88+ Monocytes,AU87781,Stroma,Position 108,569.65,47.94,4
85081,2859.0469,62.0664,19.1484,428.0117,0,2455.0886,35.8346,0,1681.4623,3274.1055,0,0,1460.6758,0,207.0078,65.2201,CD8 T cells,AU87781,Stroma,Position 108,475.14,47.41,4
85082,0,6683.9766,4829.9395,687.3069,0,718.923,0,4639.1763,2.4387,7591.1084,0,1430.3291,2802.1738,0.5881,12845.6133,647.7468,IRF8+HLA-DR+,AU87781,Stroma,Position 108,498.19,46.97,4
85083,7647.1201,67.1593,177.1057,11.587,0,1693.5968,18.7268,2313.3154,644.4976,1502.4683,12.0829,0.6976,7242.6343,0,292.7512,378.9301,CD8 T cells,AU87781,Stroma,Position 108,623.98,46.9,4
85084,4963.1289,258.3233,26.0043,4.5585,0,2132.2856,133.6423,86.6745,686.0773,1506.2341,0,0,1587.6455,0,41.5328,15.7905,CD8 T cells,AU87781,Stroma,Position 108,461.54,48.24,4
85085,1969.3909,18633.3613,7136.3008,219.0766,0,3065.3081,2022.8895,1279.2573,2295.6162,15961.1025,0,1105.0881,1917.7408,14.6866,3378.3357,498.3224,CD88+ Monocytes,AU87781,Stroma,Position 108,393.04,50.16,4
85086,2488.5605,216.402,219.2299,436.5085,0,52.1959,4620.9253,183.8392,380.4632,1564.4122,7.9638,0,2827.7747,13.1461,1136.9412,69.7101,CD8 T cells,AU87781,Stroma,Position 108,658.35,49.7,4
85087,3860.3271,11420.4746,5443.8926,2425.23,1.629,5760.1338,744.3131,2944.3804,3607.7644,10403.5723,0,85.5579,2281.6318,16.4065,3459.2168,3275.0879,CD88+ Monocytes,AU87781,Stroma,Position 108,541.6,51.77,4
85088,0.6957,1851.6327,717.7586,5.1694,0,3043.3867,0,262.3688,0,355.8051,8.3838,0,1239.3673,0,1425.6252,282.5472,IRF8+HLA-DR+,AU87781,Stroma,Position 108,434.65,53.03,4
85089,8258.3096,8951.5684,4455.3374,1061.1605,50.9688,1242.9399,1567.717,539.2321,8899.4043,25252.7461,8.7783,2564.1743,1524.7864,4.0081,1270.6859,1677.8972,CD8 T cells,AU87781,Stroma,Position 108,488.71,51.92,4
85090,2198.2351,1975.3129,2468.2754,310.7601,2.1948,2153.8628,1126.4338,920.3522,1833.7505,3549.332,0,2.7351,3683.1401,0,360.8484,128.3445,CD4+CD11c+,AU87781,Stroma,Position 108,629.91,53.65,4
85091,596.8576,6685.8208,1491.4054,108.7,6.8641,1487.2174,661.9968,0.3228,191.0163,4660.2837,0,71.9435,2037.1022,3.238,2197.925,83.9446,CD88+ Monocytes,AU87781,Stroma,Position 108,563.57,54.22,4
85094,17144.127,1034.6052,451.3228,611.5827,0,12.3678,4933.6738,990.5714,6337.4658,12507.1641,2.3375,26.6783,1122.7075,10.6265,1565.0123,732.8156,CD8 T cells,AU87781,Stroma,Position 108,661.51,56.5,4
85095,5092.7437,3723.3035,3095.3604,1450.0409,29.6717,1859.2954,1086.467,1843.2687,4931.9224,10948.3184,0,4965.4146,3751.6433,0.5178,1222.2322,192.4564,CD8 T cells,AU87781,Stroma,Position 108,533.23,56.35,4
85096,22537.6172,11799.3447,7245.856,82.7983,0,771.5663,4050.8257,3644.1018,22623.6582,47272.1992,17.1703,1976.7434,769.5526,3.8794,1061.5057,208.7429,CD8 T cells,AU87781,Stroma,Position 108,382.56,56.88,4
85097,0,5084.0479,2010.4926,124.9917,6.9751,492.1592,455.5356,2477.2869,42.408,676.6799,0,1143.2936,1013.9901,0,337.0779,670.2753,CD88+ Monocytes,AU87781,Stroma,Position 108,511.63,57.68,4
85098,1009.5361,3872.8674,6706.8071,4232.7568,0,1613.9579,4032.0662,10860.5928,8006.8735,27131.1934,32.761,3399.4036,945.5602,0,1469.9377,251.8253,DN T cells,AU87781,Stroma,Position 108,520.07,58.06,4
85099,8597.043,2614.658,194.0935,104.8083,0,1042.0284,3617.019,1291.5361,15067.0547,34937.6758,31.974,2.6805,2162.3845,0,284.1243,131.9337,CD8 T cells,AU87781,Stroma,Position 108,577.17,59.17,4
85100,201.1371,22403.4453,5728.2056,372.6052,0,3719.6926,5.7778,52.0733,539.6028,16126.9219,21.1229,16833.8574,1980.6265,25.3239,2464.0874,4511.981,CD88+ Monocytes,AU87781,Stroma,Position 108,480.4,58.27,4
85101,3897.9155,4303.2529,1222.7778,2248.179,2.2202,5.6255,18.3107,1437.4445,5767.7632,0,0,0,601.9424,0,719.5905,2093.5576,IRF8+HLA-DR+,AU87781,Stroma,Position 108,669.55,59.95,4
85102,13811.1904,4142.3779,3187.2671,3422.1392,0,38.6359,868.1969,6131.1704,10896.3359,20725.2539,0,75.3156,3350.0923,6.9563,464.1281,1025.0125,CD8 T cells,AU87781,Stroma,Position 108,648.53,61.21,4
85103,2971.3674,8.9607,4.6385,64.9037,0,1801.2456,137.0727,0,56.0884,195.1631,0,0,1134.3733,0,48.3536,0,CD8 T cells,AU87781,Stroma,Position 108,424.45,61.41,4
85104,3292.6692,17300.334,5519.5161,616.3675,11.8383,6021.2642,2232.8101,66.9662,452.7397,5281.0537,0,171.328,4125.6587,143.969,4861.1543,1295.8862,CD88+ Monocytes,AU87781,Stroma,Position 108,544.26,62.04,4
85105,0,20968.7402,7128.0229,675.9756,0,856.3496,0,285.3301,0,13762.9531,0,4999.2944,1424.2472,4.9024,926.2471,291.4683,CD88+ Monocytes,AU87781,Stroma,Position 108,456.31,62.05,4
85106,0,22438.8262,6637.2739,12560.1494,0,673.2814,0.5745,409.7409,9135.9902,33081.4922,0,12132.2871,1873.4512,41.606,889.1143,4524.5049,DN T cells,AU87781,Stroma,Position 108,472.35,64.91,4
85107,1211.7936,295.0646,54.0305,186.754,0,1574.8223,5.2487,29.7594,262.3142,1919.4371,18.5952,0,3512.447,0,268.93,123.2585,CD8 T cells,AU87781,Stroma,Position 108,569.77,64.77,4
85108,5808.7368,10635.1113,14208.8857,4436.4717,78.7068,4445.1187,934.438,4897.6821,18309.8281,26748.7578,49.7387,121.7688,3592.3779,0,293.9286,177.8477,CD8 T cells,AU87781,Stroma,Position 108,588.36,64.72,4
85109,2020.5901,11397.2363,4825.4653,4096.2104,2.4676,1015.0225,9.3699,2672.0891,5985.2485,21685.7598,0.9739,5274.3311,1746.2019,19.3693,1877.2025,2019.0406,DN T cells,AU87781,Stroma,Position 108,484.19,65.65,4
85110,7075.7109,4099.52,4132.0869,963.0552,0.5308,653.5453,20.2609,4577.376,1834.4148,4755.3604,0,2.1712,7047.7065,3.7437,375.3506,789.7219,CD8 T cells,AU87781,Stroma,Position 108,635.45,65.75,4
85111,30286.9141,2756.855,412.7862,19.4275,18.2597,1403.7848,5504.1494,0,35206.6758,45139.4102,39.3329,548.4893,2918.6929,4.5538,271.9943,111.4189,CD8 T cells,AU87781,Stroma,Position 108,378.96,65.79,4
85112,9503.6641,134.2381,0,160.3775,0,2453.063,54.8523,105.105,9028.3965,14192.2109,0,267.8555,2071.0828,0,72.6665,101.662,CD8 T cells,AU87781,Stroma,Position 108,391.11,66.13,4
85113,738.9962,12472.3662,4581.1045,1018.7228,0,1130.3469,2238.5415,244.7982,882.1277,13566.6348,0,89.7718,1811.2289,19.519,6096.9321,400.0567,CD88+ Monocytes,AU87781,Stroma,Position 108,445.91,65.69,4
85114,14802.5752,12556.4355,1871.6906,123.4093,1.4698,2444.0703,741.3516,23.0422,14769.1152,31448.5293,0,540.1477,4524.917,3.2602,251.1013,819.9522,CD8 T cells,AU87781,Stroma,Position 108,550.12,67.49,4
85115,6.9858,26898.9336,11017.9951,3876.5562,0,669.1445,6.1639,1182.6296,131.2916,22044.7305,0,9773.1982,1395.2748,241.9755,4308.0361,1916.8877,CD88+ Monocytes,AU87781,Stroma,Position 108,528.66,66.72,4
85116,12985.5371,12532.498,4036.4116,630.9712,37.2757,6322.7407,15741.0127,177.3909,9518.0371,32231.0508,0,271.1708,5466.0557,1.1276,100.7634,757.8354,CD8 T cells,AU87781,Stroma,Position 108,373.85,67.63,4
85117,0,3795.1692,795.2393,107.3385,0,607.0872,22.5128,35.1333,0,1239.9949,4.6906,31762.0449,1441.906,7.5983,609.3572,28.4906,SIRPa+CD31+,AU87781,Stroma,Position 108,456.98,68.12,4
85119,10096.2764,12800.2588,3044.3494,1030.1747,0,158.2761,10556.4736,148.2563,4230.6704,31113.5273,0,776.5577,894.2789,15.6254,507.7437,119.2704,CD8 T cells,AU87781,Stroma,Position 108,449.95,71.79,4
85120,0,4721.3584,6987.2939,1805.0386,38.0958,2956.9375,0,4267.7593,20.9927,2396.6301,4.8604,11.0573,4076.2322,3.4698,1164.6239,1767.3667,CD88+ Monocytes,AU87781,Stroma,Position 108,598.53,71.45,4
85121,13000.7871,3078.5042,1687.8822,947.5828,0,22.5244,738.5892,160.4926,5685.3682,15018.7773,0,18367.2988,3914.0742,64.6699,585.7665,301.9044,CD8 T cells,AU87781,Stroma,Position 108,526.14,73.04,4
85122,0,8232.9004,2501.8208,61.2259,0,1153.891,51.0576,29.7336,54.4657,6372.4111,0,7710.2183,930.8894,0.8769,563.676,305.5623,CD88+ Monocytes,AU87781,Stroma,Position 108,459.87,72.94,4
85123,19935.9863,1911.6686,357.9457,1485.3286,0,5235.7515,6099.8672,190.5928,26378.502,48443.3789,0,133.3786,9318.9287,2.7986,61.3729,212.2829,CD8 T cells,AU87781,Stroma,Position 108,382.64,73.73,4
85124,4236.4385,9269.6016,1909.2837,12060.6973,0,1560.0248,647.604,0.9645,10576.9062,37912.8398,18.3097,0,1676.9078,0,626.1856,34.5284,DN T cells,AU87781,Stroma,Position 108,393.82,74.6,4
85125,9155.9688,2873.4114,457.7661,473.0446,0,4877.5669,3760.3618,21.0842,2171.6086,6154.0762,0,205.7641,8030.2666,0.2815,908.4935,1023.7849,CD8 T cells,AU87781,Stroma,Position 108,551.79,74.37,4
85126,3280.7595,1850.9954,149.4625,0,0,298.0904,569.9434,0,1449.9709,6996.9097,0,729.6417,2784.6753,0,43.5436,68.9127,CD8 T cells,AU87781,Stroma,Position 108,445.09,75.97,4
85127,5862.1704,7377.4248,3053.52,1644.7429,0,1344.2073,2412.9604,2614.9871,6342.6577,17980.1582,0,16531.1074,1115.9254,1.7866,1117.7952,597.5247,CD8 T cells,AU87781,Stroma,Position 108,496.82,76.32,4
85128,1148.7456,10761.7559,3073.4141,1502.177,0,425.4863,2086.0374,5.7307,1030.01,8330.1875,0,78.212,2034.2693,23.6459,420.788,558.4813,CD88+ Monocytes,AU87781,Stroma,Position 108,541.57,77.52,4
85129,4878.2461,10797.0771,6741.2622,259.9903,0,1441.0975,196.5164,5910.8057,2097.6079,20384.6836,1.6462,946.895,1416.3453,2.1433,2780.8398,169.5609,CD88+ Monocytes,AU87781,Stroma,Position 108,407.33,77.17,4
85130,9507.5439,20089.6777,4369.1743,3173.7996,0,2476.9973,2700.9844,247.9688,8659.0967,36453.2461,0,451.4818,4116.5259,0.3828,0,877.6068,CD8 T cells,AU87781,Stroma,Position 108,387.66,78.74,4
85131,5687.5869,13962.6719,5532.918,403.291,0,1113.3065,3736.5881,475.2786,3392.7058,18217.3691,4.0619,1196.5232,2233.387,50.3932,692.7925,261.4984,CD88+ Monocytes,AU87781,Stroma,Position 108,533.96,78.42,4
85134,4328.6841,397.5914,78.356,127.072,0,1387.1454,315.1399,0,445.9737,1762.5264,0,32.5222,958.9418,0,171.1496,27.2175,CD8 T cells,AU87781,Stroma,Position 108,431.58,80.07,4
85136,17622.0742,15789.5234,3916.5234,68.8276,0,1176.5172,13182.6855,400.2393,26530.9336,45675.4219,0.5781,136.1947,629.9756,0.6978,4.0548,60.6917,CD8 T cells,AU87781,Stroma,Position 108,383.76,82.9,4
85137,13444.1963,11914.9023,3304.1704,8443.6465,0,2555.6904,733.7391,454.7339,19127.6699,32434.332,0,1090.5687,1109.0348,4.9583,958.0731,1038.9165,DN T cells,AU87781,Stroma,Position 108,554.59,82.93,4
85138,852.8278,132.2607,0,3.207,0,436.346,36.861,0.8057,69.7204,199.5987,0,591.8547,3210.8657,0,48.0506,301.1375,CD56+,AU87781,Stroma,Position 108,615.32,82.97,4
85140,9901.8926,8424.4092,2052.9224,4579.856,9.9535,853.9966,3847.4971,3710.9792,18153.1738,31255.3867,35.5297,1939.1981,2108.3755,3.3523,1049.1783,782.9922,DN T cells,AU87781,Stroma,Position 108,547.67,84.73,4
85141,6506.5083,6809.9478,1429.9022,1355.2684,0,435.6769,4337.7256,52.3015,14087.0801,31977.4434,0,22021.6797,1573.6462,8.2355,387.5085,1889.7906,CD8 T cells,AU87781,Stroma,Position 108,538.21,85.12,4
85142,8909.6943,3876.5171,513.4181,2.2415,0,1380.6024,6225.4922,38.1002,15360.5283,18822.4414,3.7303,38.1028,2015.0977,7.9711,311.8625,31.1599,CD8 T cells,AU87781,Stroma,Position 108,374.76,84.42,4
85143,4681.5093,1448.6067,329.7434,0,0,350.3068,1274.1018,87.8605,9637.0752,16006.2637,0,426.5816,939.7211,0,1567.4589,43.576,CD8 T cells,AU87781,Stroma,Position 108,434.6,86.81,4
85144,0,9894.7432,4667.4102,971.0435,0,2322.2515,5.41,2618.6724,0,6573.9312,28.3104,1581.5873,4576.8589,5.3113,734.1638,346.3222,CD88+ Monocytes,AU87781,Stroma,Position 108,586.16,87.19,4
85145,93.5827,979.3736,2617.4753,865.9062,0,5033.7085,2.6375,3584.5627,13.3196,488.4142,14.3013,0,4162.3281,0.2957,306.2822,94.9173,IRF8+HLA-DR+,AU87781,Stroma,Position 108,517.59,87.76,4
85146,2.1157,1639.2759,3437.2866,1979.113,0,1428.4136,4.9608,4932.48,12.4142,916.0439,3.8737,2376.2207,2280.5645,2.9162,692.4102,207.2261,IRF8+HLA-DR+,AU87781,Stroma,Position 108,575.11,88.58,4
85147,6302.0811,2543.2749,284.4077,4.8348,0,3328.1729,4129.4565,0,6938.0605,18837.1504,0,563.8065,412.5703,0,5840.1147,42.8168,CD8 T cells,AU87781,Stroma,Position 108,427.28,89.51,4
85148,2141.3718,14205.3311,8891.7061,2927.9519,0,146.4484,5.8861,9116.6084,1086.4377,19984.0957,13.2562,95.847,780.9217,12.258,1014.0872,954.5676,CD88+ Monocytes,AU87781,Stroma,Position 108,398.68,89.31,4
85150,442.0237,5049.4692,508.3844,39.2232,0,2880.0203,108.7779,0,190.3495,4195.645,0,4148.814,1638.0203,2.5806,61.487,227.0338,CD88+ Monocytes,AU87781,Stroma,Position 108,417.66,91.57,4
85151,0,2476.4673,1351.9203,54.7113,0,4944.2793,0,81.4466,0,798.7161,0,0,1412.2727,0,1061.0303,111.8134,IRF8+HLA-DR+,AU87781,Stroma,Position 108,449.74,91.67,4
85153,0,6471.9834,3685.0439,345.9394,0,2464.2981,0,266.7974,0,2054.3999,0,4.209,2200.1328,4.5794,2397.5315,308.7703,CD88+ Monocytes,AU87781,Stroma,Position 108,463.53,92.06,4
85154,0,9283.1914,2765.2744,69.2114,0,97.9271,77.1965,214.3078,145.2522,6136.3101,5.5426,8.1137,471.3931,5.4994,3471.8975,7.3745,CD88+ Monocytes,AU87781,Stroma,Position 108,383.6,92.16,4
85155,760.4268,2333.1636,12501.8887,13964.9619,7.0671,2206.8352,544.1178,15417.9824,2043.015,8420.5557,0,408.3033,1991.536,1.4854,1781.7844,510.7723,DN T cells,AU87781,Stroma,Position 108,562.94,93.59,4
85158,0,19937.6973,5309.0757,1475.4617,0,470.3887,37.2264,131.2214,32.0176,13940.5547,41.7459,2317.7812,922.1723,28.7434,1128.1371,1095.678,CD88+ Monocytes,AU87781,Stroma,Position 108,409.47,94.08,4
85159,3201.03,2387.9119,855.8202,538.8928,0,447.3379,152.1244,192.9473,3054.6575,14514.1406,1.1853,23663.8965,1738.4197,4.1726,196.2861,53.1181,DN T cells,AU87781,Stroma,Position 108,534.59,94.01,4
85160,0,7467.1738,2004.5166,299.6219,0,3099.8098,0,52.6778,0,1704.6542,0,39.8625,1830.2653,0,4474.6455,1749.7229,CD88+ Monocytes,AU87781,Stroma,Position 108,457.65,96.48,4
85161,2847.6418,5100.2764,775.7163,0,0,2038.8267,525.6132,15.457,6788.6904,31422.2832,0,2197.1218,511.4914,0,7.6576,170.437,CD8 T cells,AU87781,Stroma,Position 108,441.62,96.2,4
85162,8814.8623,407.5915,199.0529,70.236,0,0,2407.9895,0,6757.9302,13414.29,0,0,1197.4977,0.0045,686.1815,163.534,CD8 T cells,AU87781,Stroma,Position 108,652.99,96.54,4
85163,3302.7644,2818.3557,247.8771,49.9457,0,533.0343,675.4686,0,18269.4082,27252.5723,0,13.77,1296.91,0,421.9557,166.7443,CD8 T cells,AU87781,Stroma,Position 108,614.38,97.02,4
85164,17066.5625,22941.5391,7733.3115,6716.3467,0,1407.444,5934.0303,1083.4758,17169.0566,37577.0625,11.5977,4882.4351,1133.4366,12.1398,1331.7498,2770.4268,CD8 T cells,AU87781,Stroma,Position 108,550.63,96.81,4
85165,4698.332,13313.9375,3678.5027,1577.0258,0,1197.7561,1267.4865,642.9797,1704.9851,8942.0078,1.5393,31985.582,1561.1517,3.145,892.0447,1067.1423,SIRPa+CD31+,AU87781,Stroma,Position 108,541.35,98.6,4
85166,0,7175.1978,3428.3706,238.0094,0,3183.9192,17.0908,1385.0659,0,3832.2092,3.3914,891.955,2333.8003,3.8346,2609.1963,265.0511,CD88+ Monocytes,AU87781,Stroma,Position 108,486.68,98.85,4
85167,12821.9453,3904.804,1561.7939,1368.9617,0,2909.7981,4160.2949,141.1697,23281.5488,24611.7305,0,571.2909,3448.905,0,10852.8691,776.901,CD8 T cells,AU87781,Stroma,Position 108,625.95,99.21,4
85168,725.5936,1880.4739,175.8465,20.1366,0,1346.0607,1349.1956,0,4842.5938,14407.2881,0,0,607.8381,0.9359,178.2209,76.1939,CD8 T cells,AU87781,Stroma,Position 108,429.22,100.23,4
85171,1757.1871,4780.9551,539.3892,440.3957,0,1170.9291,72.5333,0,1668.701,3513.2581,2.4753,28874.5039,2329.0603,0,101.4538,835.8752,SIRPa+CD31+,AU87781,Stroma,Position 108,554.62,102.51,4
85172,3364.5559,138.0796,3.0324,75.3522,8.9312,1082.0067,436.7004,0,762.9811,2479.3765,0,0,5316.3521,0,251.386,338.4926,CD8 T cells,AU87781,Stroma,Position 108,614.86,103.25,4
85173,4335.6289,14617.502,3970.033,2045.4686,0.0379,1977.4796,1600.5922,478.7069,4553.0557,17803.7598,0,819.2572,2457.0718,30.7258,953.0858,5224.7549,CD88+ Monocytes,AU87781,Stroma,Position 108,630.46,105.09,4
85174,465.8304,4756.0972,2933.9451,81.3892,0,1711.7225,0,1064.7235,0,2303.8584,0,53.8709,1085.3179,6.4509,3035.5713,252.4143,CD88+ Monocytes,AU87781,Stroma,Position 108,454.91,107.31,4
85175,21071.1895,13841.6211,5631.438,2635.874,0,1929.3914,5454.6982,325.3052,24414.3457,44513.1055,107.5293,1177.2948,1664.2827,3.2345,311.5327,720.8914,CD8 T cells,AU87781,Stroma,Position 108,532.79,107.92,4
85176,0,511.052,86.097,7510.0884,0,1141.2279,0,56.4402,9264.4316,12406.4033,0,14502.5645,624.225,0,114.0928,272.8959,DN T cells,AU87781,Stroma,Position 108,559.7,108.19,4
85178,1795.6475,2491.946,342.9087,12.9461,27.2384,2549.7124,10745.8418,0,1005.9087,6213.9917,0,2.9306,2012.431,0,130.7543,123.4393,CD4+CD11c+,AU87781,Stroma,Position 108,588.41,107.61,4
85179,285.4577,1446.4972,5732.2729,674.1071,0,5394.8672,597.5265,6239.5288,179.0575,1432.177,8.3405,0,1532.9042,0,140.8952,389.8794,IRF8+HLA-DR+,AU87781,Stroma,Position 108,517.43,108.24,4
85180,26836.6719,7878.3237,2024.5458,719.9049,187.2019,1653.6244,6094.0542,2801.8884,15291.6699,25987.1152,5.1162,146.473,557.223,2.5657,8437.5068,145.892,CD8 T cells,AU87781,Stroma,Position 108,541.11,109.44,4
85181,5687.2817,1783.5306,59.4435,104.1537,13.766,1157.151,9971.2939,0,14815.1533,37996.0078,0,1190.7007,1872.2871,0,197.7361,622.1183,CD8 T cells,AU87781,Stroma,Position 108,599.66,108.98,4
85182,0,8400.5225,2261.6433,79.3059,53.0227,3406.2622,0,62.2972,0,4134.168,0,256.3759,2316.9966,0,178.007,886.6976,CD88+ Monocytes,AU87781,Stroma,Position 108,579.29,110.85,4
85185,23259.7441,3609.9038,1172.7252,3141.4443,29.1527,1690.713,6842.2671,428.2015,24010.541,36421.418,1.7649,1560.1359,603.8962,7.9847,95.884,105.3389,CD8 T cells,AU87781,Stroma,Position 108,537.22,114.91,4
85186,7636.167,518.0975,45.1975,12.0481,0,1220.7683,2942.9253,0,17998.6094,23339.3027,0,465.4962,1174.5139,0,249.0494,81.3835,CD8 T cells,AU87781,Stroma,Position 108,592.52,114.51,4
85187,14728.9521,5162.1182,1764.3577,1313.4335,781.9189,1502.6396,21.6968,2811.3843,11308.8613,24749.1699,0,1683.5571,1117.4242,0,148.75,254.3271,CD8 T cells,AU87781,Stroma,Position 108,549.03,116.29,4
85192,612.8632,4539.9468,4164.1768,1992.3444,4.2097,536.9779,30.0552,5253.8301,1213.0729,7279.5542,0,36306.0703,821.5519,0,4585.6338,143.3753,IRF8+HLA-DR+,AU87781,Stroma,Position 108,556.41,119.84,4
85194,6999.0664,14877.1387,517.6062,38.1917,3.8968,276.5531,313.705,20.5826,225.4956,16522.4844,33.5929,101.2139,2022.8112,50.6873,2392.6978,1910.3673,CD88+ Monocytes,AU87781,Stroma,Position 108,380.4,120.31,4
85195,12638.5986,5083.8096,1104.9851,7.8022,0,5390.689,1655.0995,7.102,15451.3506,25162.6914,35.1206,315.3047,1313.1082,0,147.3682,227.1928,CD8 T cells,AU87781,Stroma,Position 108,496.29,120.96,4
85197,2532.0095,14196.6436,6443.8984,13903.9082,9.4811,2169.6226,0,6466.8843,23382.1055,36430.0195,0,571.2783,703.1981,0,211.0094,231.9009,DN T cells,AU87781,Stroma,Position 108,553.35,123.98,4
85198,0,8967.7646,2636.7734,123.4926,0,2850.1243,0,683.1961,28.0405,3350.1279,0,104.0074,3423.7422,8.1262,3807.0332,570.7855,CD88+ Monocytes,AU87781,Stroma,Position 108,507.85,124.08,4
85200,0,84.0933,22.854,1.1965,0,356.0659,382.2931,96.9429,106.0318,172.9418,0,0,1343.3973,0,253.5906,184.371,CAIX+ Tumour cells,AU87781,Stroma,Position 108,475.69,124.17,4
85201,207.589,15405.7666,6221.166,1295.3857,0,1416.9213,603.3483,3162.9243,1091.4103,12020.1924,0,799.1856,955.8159,21.3942,1919.4446,7142.9189,CD88+ Monocytes,AU87781,Stroma,Position 108,562.4,126.38,4
85202,2019.9801,492.0036,13.4529,0,0,1503.0996,315.0724,18.9438,3833.0852,10539.7246,5.1957,0,1297.3713,0,93.8406,113.971,DN T cells,AU87781,Stroma,Position 108,542.57,128.08,4
85203,0,4551.9858,1010.7618,138.921,0,1463.776,0,20.6191,1.3278,1819.3444,0,0,2728.1121,0,459.4457,371.4918,CD88+ Monocytes,AU87781,Stroma,Position 108,628.47,129.4,4
85204,0.2025,8875.4043,4284.7432,208.1963,0,1145.076,0,1119.8464,2.2995,6015.8457,0.0683,1017.8961,963.0698,2.6936,3162.4438,493.8735,CD88+ Monocytes,AU87781,Stroma,Position 108,411.81,129.03,4
85206,0,2717.356,1154.0698,11.9921,0,1045.9646,19.0472,66.5349,0,3566.1562,0,13.3579,624.9144,0,1177.1819,120.9479,CD88+ Monocytes,AU87781,Stroma,Position 108,619.94,130.07,4
85207,0,8643.4385,1431.9285,636.4059,2.1705,161.3432,7.6139,73.9373,42.6095,6724.7446,20.615,15892.6973,1551.407,40.2684,265.4731,1645.0121,CD88+ Monocytes,AU87781,Stroma,Position 108,387.93,129.8,4
